SL NO |DIST|PROJ|CIRC|CENTREID|CENTRE CODE|CENTRE|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70
865|Bangalore|Sumangali seva Ashrama |Kodihalli||AN001072|NAGASANDRA B|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
866|Bangalore|Sumangali seva Ashrama |Kodihalli||AN001089|YAMALURU 1|1|0|1|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
867|Bangalore|Sumangali seva Ashrama |Kodihalli||AN002751|NELLURPURAM 1|0|0|1|0|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
868|Bangalore|Sumangali seva Ashrama |Kodihalli||AN00761|KONENAAGRAHARA|0|0|1|0|0|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1
869|Bangalore|Sumangali seva Ashrama |Kodihalli|30648||SUDHAGUNTTA PALYA|0|0|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|0|0|1|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|0|0|0|0|0|1
870|Bangalore|Sumangali seva Ashrama |Kodihalli|30968||BINNAMANGAL|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|0
871|Bangalore|Sumangali seva Ashrama |Kodihalli||AN001081|ANASANDRAPALYA|1|0|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
872|Bangalore|Sumangali seva Ashrama |Kodihalli||AN002806|ANNASANDRAPALYA 2ND|1|0|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1
873|Bangalore|Sumangali seva Ashrama |Kodihalli||AN00747|SUDHAMANAGAR 2|0|0|1|0|0|1|1|0|1|0|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|1|1|1|1|0|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
874|Bangalore|Sumangali seva Ashrama |Kodihalli||AN00753|SUDHAMANAGAR 1|0|0|1|1|0|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
875|Bangalore|Sumangali seva Ashrama |Kodihalli||AN00777|NELLURPURAM 3|1|0|1|0|0|1|1|1|1|0|1|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
876|Bangalore|Sumangali seva Ashrama |Kodihalli||AN00743|REDDY PALYA|0|1|1|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
877|Bangalore|Sumangali seva Ashrama |Kodihalli||AN001075|JEEVANA BHIMANAGAR|0|0|1|1|1|1|1|1|1|0|1|0|1|1|1|0|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|0|1|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0
878|Bangalore|Sumangali seva Ashrama |Kodihalli||AN001528|NANJAREDDI COLONY|1|0|0|1|1|0|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
879|Bangalore|Sumangali seva Ashrama |Kodihalli||AN00760|G BYAPPANAHALLI 1|1|0|1|0|0|1|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
880|Bangalore|Sumangali seva Ashrama |Kodihalli||AN00768|G BYAPPANA HALLI 2|1|0|1|0|0|1|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
881|Bangalore|Sumangali seva Ashrama |Kodihalli||AN00771|KODIHALLI|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
882|Bangalore|Sumangali seva Ashrama |Kodihalli||AN001086|BABASAHEEB COLONY 1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
883|Bangalore|Sumangali seva Ashrama |Kodihalli||AN001083|BABASAHEEB COLONY 2|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|1|1|1|1|0|1|1|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
884|Bangalore|Sumangali seva Ashrama |Kodihalli||AN00764|SHREERAMANAGAR|1|0|1|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1
885|Bangalore|Sumangali seva Ashrama |Kodihalli||AN00782|NELLUUPURAM 2|1|0|1|0|0|1|1|1|1|0|1|1|0|0|1|1|1|1|0|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
886|Bangalore|Sumangali seva Ashrama |Koramangala||AN00718|KORMANGALA|0|1|1|1|1|1|1|1|1|1|1|1|0|0|1|0|0|1|1|1|0|1|1|1|1|0|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
887|Bangalore|Sumangali seva Ashrama |Koramangala||AN001988|SANYASIKUNTE 2|1|0|1|1|0|1|1|0|1|1|0|0|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
888|Bangalore|Sumangali seva Ashrama |Koramangala||AN001201|ROOPENA AGRAHARA|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
889|Bangalore|Sumangali seva Ashrama |Koramangala||AN00741|NO4 19A CROSS EJIPURA|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
890|Bangalore|Sumangali seva Ashrama |Koramangala||AN001239|INDIRAGANDI SLAM|0|1|1|1|0|1|1|1|1|1|1|0|0|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
891|Bangalore|Sumangali seva Ashrama |Koramangala||AN00449|AMBED NAGAR|1|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
892|Bangalore|Sumangali seva Ashrama |Koramangala||AN001259|CARD MANI 1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
893|Bangalore|Sumangali seva Ashrama |Koramangala||AN00640|SANASIKUNTE|1|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|NA|NA
894|Bangalore|Sumangali seva Ashrama |Koramangala||AN001874|JAYA RAJNAGARA| NA|NA|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1|1|1|1|0|0|1|1|1|1|0|1|1|1|0|0|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
895|Bangalore|Sumangali seva Ashrama |Koramangala||AN001326|CHAMUNDINAGAR|1|0|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|0|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
896|Bangalore|Sumangali seva Ashrama |Koramangala||AN001205|RAJENDRA NAGAR 1|1|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|0|0|1|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
897|Bangalore|Sumangali seva Ashrama |Koramangala||AN001204|RAJENDRA NAGAR|1|1|1|1|0|1|1|1|1|1|1|1|0|0|1|0|0|1|1|1|0|0|0|0|1|0|0|0|0|0|0|1|1|1|0|1|1|1|0|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|0
898|Bangalore|Sumangali seva Ashrama |Koramangala||AN002741|RAJENDRANAGARA 4|1|1|1|1|0|1|1|1|1|1|1|1|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|0|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
899|Bangalore|Sumangali seva Ashrama |Koramangala|31487||AGAR|1|0|1|1|1|1|0|1|1|1|1|1|0|0|1|0|0|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
900|Bangalore|Sumangali seva Ashrama |Koramangala|34145||JAKKA SANDRA|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|0|1|1|1|0|1|0|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
901|Bangalore|Sumangali seva Ashrama |Koramangala|30396||ADUGODI|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|0|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
902|Bangalore|Sumangali seva Ashrama |Koramangala|30471||E W S QUETRES|1|0|1|1|0|0|0|0|1|1|1|1|0|0|1|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
903|Bangalore|Sumangali seva Ashrama |Koramangala|30398||ADUGODI 2|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
904|Bangalore|Sumangali seva Ashrama |Koramangala|31159||CHAMUNDI  NAGAR|1|0|0|0|1|0|0|1|1|1|0|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|0
905|Bangalore|Sumangali seva Ashrama |Koramangala||AN001863|CHEMENT LINE|1|0|1|1|0|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|0|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|0|1
906|Bangalore|Sumangali seva Ashrama |Koramangala||AN00702|SHASTRI NAGAR|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|0|1|1|0|0|1|1|1|1|1|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|NA|NA
907|Bangalore|Sumangali seva Ashrama |Koramangala||AN001250|P K R NAGAR(MAYABAZAR)|1|0|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|0|0|0|0|0|1|1|0|0|0|0|0|1|1|1|0|1|1|1|0|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
908|Bangalore|Sumangali seva Ashrama |Koramangala||AN001877|CHIKKA GOWDANA PALYA|1|0|1|1|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
909|Bangalore|Sumangali seva Ashrama |Koramangala||AN001202|RAJENDRA NAGAR 2|1|0|0|0|0|0|1|1|1|0|1|0|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|0|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
910|Bangalore|Sumangali seva Ashrama |Koramangala||AN001688|CHIKKA LAKSHMI LAYOUT|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
911|Bangalore|Sumangali seva Ashrama |Koramangala||AN00697|L R NAGAR 10TH CROSS|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0
912|Bangalore|Sumangali seva Ashrama |Koramangala||AN00746|L R NAGAR 2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|1|1|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|0|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
913|Bangalore|Sumangali seva Ashrama |Koramangala||AN00638|HOSAKERIHALLI|0|0|0|0|0|1|1|1|1|1|1|1|0|0|1|0|0|1|1|1|1|0|0|0|1|1|1|1|0|0|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
914|Bangalore|Sumangali seva Ashrama |Koramangala||AN001868|VEERA BADRANAGAR|1|0|0|0|1|0|0|0|0|0|1|0|0|0|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|1|1|0|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
915|Bangalore|Sumangali seva Ashrama |Koramangala||AN001693|AGRA|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
916|Bangalore|Sumangali seva Ashrama |Murphy Town||AN001614|HOSABYAPANAHALLI 2|0|1|1|1|0|0|1|0|1|1|0|1|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
917|Bangalore|Sumangali seva Ashrama |Murphy Town|30773||KRISHNA PALYA 2|0|0|1|1|1|1|1|1|1|1|1|1|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
918|Bangalore|Sumangali seva Ashrama |Murphy Town||AN001608|HOSABYAPANAHALLI |1|1|1|1|0|1|1|0|1|1|1|1|1|0|0|1|0|0|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
919|Bangalore|Sumangali seva Ashrama |Murphy Town||AN001122|KRISHNA PALYA 1|0|0|1|1|0|1|1|1|1|1|1|0|0|0|1|1|0|0|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|0|1
920|Bangalore|Sumangali seva Ashrama |Murphy Town||AN001101|LAKSHMIPURA 1|1|0|1|1|0|1|1|1|1|1|0|0|1|1|1|1|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
921|Bangalore|Sumangali seva Ashrama |Murphy Town|33726||GAJENDRA NAGAR|NA|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
922|Bangalore|Sumangali seva Ashrama |Murphy Town||AN002805|SANJAYAGANDHINAGAR|0|0|0|0|0|0|0|0|1|0|1|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
923|Bangalore|Sumangali seva Ashrama |Murphy Town||AN001123|VAIYALIKAVAL|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
924|Bangalore|Sumangali seva Ashrama |Murphy Town||AN002183|SATYANAGARA|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|1|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
925|Bangalore|Sumangali seva Ashrama |Murphy Town|30579||JEEVANA HALLI|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|0|1
926|Bangalore|Sumangali seva Ashrama |Murphy Town||AN001124|AMARAJYOTHI SLUM|1|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
927|Bangalore|Sumangali seva Ashrama |Murphy Town||AN002731|MUNESWAR BLOCK|1|0|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
928|Bangalore|Sumangali seva Ashrama |Murphy Town||AN001124|GUDADHAHALLI 1|1|1|1|1|0|1|1|1|1|0|1|0|1|1|1|0|0|1|1|1|1|0|0|1|1|1|1|1|0|1|1|1|0|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1
929|Bangalore|Sumangali seva Ashrama |Murphy Town||AN001128|GUDADHAHALLI 2|1|1|1|1|0|1|1|1|1|0|1|0|1|1|1|0|0|1|1|1|1|0|0|1|1|1|1|1|0|1|1|1|0|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1
930|Bangalore|Sumangali seva Ashrama |Murphy Town|31526||DODDY GUNTA 2|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
931|Bangalore|Sumangali seva Ashrama |Murphy Town|33796||APVAREDDI PALYA|0|0|0|0|0|1|1|1|1|1|1|0|1|0|0|0|1|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|0|1
932|Bangalore|Sumangali seva Ashrama |Murphy Town|34010||AMBEDKARA COLONY|1|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|0|1
933|Bangalore|Sumangali seva Ashrama |Murphy Town|30592||KADIREN PALYA|1|0|1|1|1|1|1|1|1|1|1|1|0|0|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|1|1|0|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1
934|Bangalore|Sumangali seva Ashrama |Murphy Town|34007||ISLAMPURA 2|1|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
935|Bangalore|Sumangali seva Ashrama |Murphy Town|34008||ISLAMPURA 1|1|0|0|0|0|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
936|Bangalore|Sumangali seva Ashrama |Murphy Town|29625||NAGAWARA PALYA|1|0|1|0|0|1|1|1|1|1|1|0|0|0|1|0|1|1|1|1|1|0|0|0|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|0|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1
937|Bangalore|Sumangali seva Ashrama |Murphy Town||AN001446|SUBRAMANYANAGAR|1|0|1|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0|1|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|1|1|1|1|0|1|0|0|1|0|1|1|1|1|1|1|1|1|0|1
938|Bangalore|Sumangali seva Ashrama |Murphy Town||AN001079|SANJAYA NAGAR 1|1|0|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|0|1|0|0|0|0|1|1|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|1|0|0|0|0|1|0|1|1|1|1|1|1|1|1|0|1
