KLP ID|School Name|Day|Month|Year|Food Indent (1-5)|Food Indent(6-7)|Food Indent (8)|Food Indent (9-10)|Attendance (1-5)|Attendance (6-7)|Attendance (8)|Attendance (9-10)
32258|GKHPS EJIPURA|11|August|2012|90|98|||100|100||
32258|GKHPS EJIPURA|13|August|2012|97|101|||90|98||
32258|GKHPS EJIPURA|14|August|2012|95|89|||97|101||
32258|GKHPS EJIPURA|16|August|2012|92|98|||95|89||
32258|GKHPS EJIPURA|17|August|2012|89|98|||92|98||
32258|GKHPS EJIPURA|18|August|2012|91|97|||89|98||
32258|GKHPS EJIPURA|21|August|2012|99|92|||91|97||
32258|GKHPS EJIPURA|22|August|2012|95|101|||99|92||
32258|GKHPS EJIPURA|23|August|2012|90|98|||90|99||
32258|GKHPS EJIPURA|24|August|2012|90|99|||95|92||
32258|GKHPS EJIPURA|25|August|2012|90|99|||90|99||
32258|GKHPS EJIPURA|27|August|2012|103|102|||103|102||
32258|GKHPS EJIPURA|28|August|2012|101|103|||101|103||
32258|GKHPS EJIPURA|29|August|2012|90|87|||90|87||
32258|GKHPS EJIPURA|30|August|2012|107|102|||107|102||
32258|GKHPS EJIPURA|31|August|2012|107|102|||107|102||
32262|GKLPS SRINIVAGILU|1|August|2012|69||||62|||
32262|GKLPS SRINIVAGILU|2|August|2012|69||||64|||
32262|GKLPS SRINIVAGILU|3|August|2012|69||||65|||
32262|GKLPS SRINIVAGILU|4|August|2012|69||||60|||
32262|GKLPS SRINIVAGILU|6|August|2012|69||||65|||
32262|GKLPS SRINIVAGILU|7|August|2012|69||||63|||
32262|GKLPS SRINIVAGILU|8|August|2012|65||||65|||
32262|GKLPS SRINIVAGILU|9|August|2012|68||||68|||
32262|GKLPS SRINIVAGILU|10|August|2012|67||||67|||
32262|GKLPS SRINIVAGILU|11|August|2012|68||||68|||
32262|GKLPS SRINIVAGILU|13|August|2012|67||||68|||
32262|GKLPS SRINIVAGILU|14|August|2012|68||||67|||
32262|GKLPS SRINIVAGILU|16|August|2012|66||||68|||
32262|GKLPS SRINIVAGILU|17|August|2012|60||||66|||
32262|GKLPS SRINIVAGILU|18|August|2012|60||||60|||
32262|GKLPS SRINIVAGILU|21|August|2012|65||||65|||
32262|GKLPS SRINIVAGILU|22|August|2012|62||||62|||
32262|GKLPS SRINIVAGILU|23|August|2012|63||||63|||
32262|GKLPS SRINIVAGILU|24|August|2012|60||||60|||
32262|GKLPS SRINIVAGILU|25|August|2012|50||||50|||
32262|GKLPS SRINIVAGILU|27|August|2012|64||||64|||
32262|GKLPS SRINIVAGILU|28|August|2012|63||||63|||
32262|GKLPS SRINIVAGILU|29|August|2012|64||||64|||
32262|GKLPS SRINIVAGILU|30|August|2012|62||||62|||
32262|GKLPS SRINIVAGILU|31|August|2012|61||||61|||
32269|GKLPS MESTRIPALYA|1|August|2012|33||||27|||
32269|GKLPS MESTRIPALYA|2|August|2012|33||||27|||
32269|GKLPS MESTRIPALYA|3|August|2012|33||||29|||
32269|GKLPS MESTRIPALYA|4|August|2012|33||||21|||
32269|GKLPS MESTRIPALYA|6|August|2012|33||||24|||
32269|GKLPS MESTRIPALYA|7|August|2012|33||||32|||
32269|GKLPS MESTRIPALYA|8|August|2012|33||||27|||
32269|GKLPS MESTRIPALYA|10|August|2012|33||||25|||
32269|GKLPS MESTRIPALYA|11|August|2012|33||||30|||
32269|GKLPS MESTRIPALYA|13|August|2012|33||||24|||
32269|GKLPS MESTRIPALYA|14|August|2012|33||||30|||
32269|GKLPS MESTRIPALYA|16|August|2012|33||||21|||
32269|GKLPS MESTRIPALYA|17|August|2012|33||||25|||
32269|GKLPS MESTRIPALYA|18|August|2012|33||||31|||
32269|GKLPS MESTRIPALYA|21|August|2012|35||||21|||
32269|GKLPS MESTRIPALYA|22|August|2012|35||||25|||
32269|GKLPS MESTRIPALYA|23|August|2012|35||||30|||
32269|GKLPS MESTRIPALYA|24|August|2012|35||||30|||
32269|GKLPS MESTRIPALYA|25|August|2012|35||||29|||
32269|GKLPS MESTRIPALYA|27|August|2012|35||||28|||
32269|GKLPS MESTRIPALYA|28|August|2012|35||||29|||
32269|GKLPS MESTRIPALYA|29|August|2012|35||||29|||
32269|GKLPS MESTRIPALYA|30|August|2012|35||||29|||
32269|GKLPS MESTRIPALYA|31|August|2012|35||||29|||
