"BANGLORE  "|"ANEKAL"|"BANNERUGHATTA"|32336|"GKLPS VAJARAHALLI"|"BANGALORE SOUTH"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||227|1||1|||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BANNERUGHATTA"|32334|"GKLPS SAMPIGENAHALLI"|"BANGALORE SOUTH"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||201||1|1|||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BANNERUGHATTA"|32320|"GKHPS BYATARAYANA DODDI"|"BANGALORE SOUTH"|"BANGALORE RURAL"|"GP"|"No Information Obtained"|||||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BANNERUGHATTA"|32324|"GKLPS RAMASANDRA (BANNERUGHATTA)"|"BANGALORE SOUTH"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||75||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BYAGADADENAHALLI"|32401|"GKHPS MARSUR"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||252|1|1|1|0|0|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BYAGADADENAHALLI"|32410|"GKLPS NAGANAYAKANA HALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||369|1|2|2|1|1|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BYAGADADENAHALLI"|32399|"GKLPS  KOONMADIVALA"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||47||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BYAGADADENAHALLI"|32413|"GKLPS KAVALAHOSAHALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||247||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BYAGADADENAHALLI"|32415|"GKLPS THATTANAHALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||136|1|||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BYAGADADENAHALLI"|32412|"GKLPS SOPPA HALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||50||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BYAGADADENAHALLI"|32404|"GKLPS BANDAPURA (BYAGADADENAHALLI )"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||120|0|0|0|0|0|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BYAGADADENAHALLI"|32400|"GKHPS BYAGADADENAHALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||504|1|1|2|1||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BYAGADADENAHALLI"|32409|"GKLPS M MADIVALA"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||120|0|0|0|0|0|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BYAGADADENAHALLI"|32403|"GKLPS AVADADENAHALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||106|1|||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BYAGADADENAHALLI"|32414|"GKLPS T B C KOONMADIVALA"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||61||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BYAGADADENAHALLI"|32416|"GKLPS YELLAMMANAPALYA"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||338||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BYAGADADENAHALLI"|32408|"GKLPS KEMPUVADERAHALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||13||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BYAGADADENAHALLI"|32411|"GKLPS SHETTIHALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||120|0|0|0|0|0|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BYAGADADENAHALLI"|32407|"GKLPS KAMMASANDRA AGRAHARA"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||106|1|2|2|1||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BYAGADADENAHALLI"|32405|"GKLPS CHIKKAHAGADE"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||169||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BYAGADADENAHALLI"|32402|"GKLPS ADESONNATTI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"No Information Obtained"|||||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"BYAGADADENAHALLI"|32406|"GKLPS DODDAHAGADE"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||81||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32530|"GKLPS A MEDAHALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||45||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32512|"GKLPS THIMMAYYANADODDI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||57|0|0|0|0|0|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32528|"GKLPS KARAKALAGHATTA"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||160|0|0|0|0|0|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32516|"GKHPS SIDIHOSAKOTE"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||365|2|2|2|1|1|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32518|"GKHPS THAMMANAYAKANAHALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||190|0|1|1|0|0|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32529|"GKLPS LAKSHMIPURA (CHIKKAHOSAHALLI)"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||113|2|2|2|1|1|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32527|"GKLPS KADAJAKKANAHALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||65|0|0|0|0|0|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32520|"GKLPS AREHALLI (CHIKKAHOSAHALLI)"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||67||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32519|"GKLPS AADURU"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||319|1|1|1|1|1|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32517|"GKHPS SURAGAJAKKANAHALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||242||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32511|"GKLPS THIMMASANDRA (CHIKKAHOSAHALLI)"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||80||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32525|"GKLPS HONNAKALASAPURA"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||82||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32524|"GKLPS GOWRENAHALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||290||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32513|"GKHPS CHIKKAHOSALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||203|1|1|1|1|1|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32510|"GKLPS SONNANAYAKANAPURA"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||175||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32526|"GKLPS INDILWADIPURA"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||118|1|||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32514|"GKHPS INDILWADI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||970|1|2|2|1||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32521|"GKLPS BODARAHALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||54||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32531|"GKLPS MYSOORAMMANADODDI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||77|1|1|1|0|0|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32532|"GKLPS NAGAYANADODDI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||42||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32522|"GKLPS CHINNAYYANAPALYA (CHIKKAHOSAHALLI)"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||175|0|0|0|0|0|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32515|"GKHPS SIDDHANAPALYA"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||391|1|1|1|0|0|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"CHIKKAHOSAHALLI"|32523|"GKLPS CHOODAHALLI (CHIKKAHOSAHALLI)"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||160|0|0|0|0|0|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"DOMMASANDRA"|32918|"GKLPS V KALLAHALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Working"||"Spoke"|||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"DOMMASANDRA"|32921|"GKLPS KADA AGRAHARA"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||266||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"DOMMASANDRA"|32913|"GKHPS (GIRLS)DOMMASANDRA"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||390|1|1|1|||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"DOMMASANDRA"|32915|"GKMPS DOMMASANDRA"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||280|1|1|1|||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"DOMMASANDRA"|32923|"GKLPS YAMRE"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Working"||"Spoke"|||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"DOMMASANDRA"|32919|"GKLPS B HOSAHALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||265||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"DOMMASANDRA"|32914|"GKHPS JANATHA COLONY"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||210||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"DOMMASANDRA"|32917|"GKHPS TIGALACHOUDANA HALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Working"||"Hub"|470|1|2|2|1||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"DOMMASANDRA"|32916|"GKHPS ITTANGURU"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||113||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"DOMMASANDRA"|32920|"GKLPS CHAMBENAHALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Working"||"Spoke"|||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"DOMMASANDRA"|32922|"GKLPS SOMPURA (DOMMASANDRA)"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||269|2|2|2|1|1|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"HARAGADDE "|32801|"GKHPS HARAGADDE"|"BANGALORE SOUTH"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||585|1|1|1|0|0|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"HARAGADDE "|32815|"GKLPS DENABANK BADAVANE"|"BANGALORE SOUTH"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||340|1|0|0|1|0|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"HARAGADDE "|32803|"GKHPS NUSENOOR"|"BANGALORE SOUTH"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||354|1|1|1||1|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"HARAGADDE "|32806|"GKLPS N GOLAHALLI (HARAGADDE)"|"BANGALORE SOUTH"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||76||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"HARAGADDE "|32804|"GKLPS BANDENALLASANDRA"|"BANGALORE SOUTH"|"BANGALORE RURAL"|"GP"|"Working"||"Spoke"|||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"HARAGADDE "|32812|"GKLPS SITHANAYAKANAHALLI"|"ANEKAL"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||170|0|0|0|0|0|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"HARAGADDE "|32814|"GKMPS JIGANI"|"BANGALORE SOUTH"|"BANGALORE RURAL"|"GP"|"Handed over"|2011||670|1|1|1|2|0|"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"HARAGADDE "|32809|"GKLPS H. MANCHANAHALLI"|"BANGALORE SOUTH"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||143||||||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"HARAGADDE "|32813|"GKLPS VADDARAPALYA (HARAGADDE)"|"BANGALORE SOUTH"|"BANGALORE RURAL"|"GP"|"Handed over"|2010||366||||1||"Mahadeva Nayak"
"BANGLORE  "|"ANEKAL"|"HARAGADDE "|32810|"GKLPS MARUTHINAGARA(JANATHA COLONY)"|"BANGALORE SOUTH"|"BANGALORE RURAL"|"GP"|"Working"||"Spoke"|||||||"Mahadeva Nayak"
