School_Code|acyear|Disabled_C1_Boys|Disabled_C2_Boys|Disabled_C3_Boys|Disabled_C4_Boys|Disabled_C5_Boys|Disabled_C6_Boys|Disabled_C7_Boys|Disabled_C8_Boys|Disabled_C1_Girls|Disabled_C2_Girls|Disabled_C3_Girls|Disabled_C4_Girls|Disabled_C5_Girls|Disabled_C6_Girls|Disabled_C7_Girls|Disabled_C8_Girls
29070307201|2010-11|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0
29070307301|2010-11|0|0|0|0|0|0|1|0|1|1|0|0|1|0|0|0
29070307401|2010-11|0|0|0|1|2|1|1|0|0|0|1|0|0|2|1|0
29070307403|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070307404|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070307405|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070307406|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070307501|2010-11|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
29070307502|2010-11|0|1|0|0|1|0|0|0|0|1|0|1|0|0|0|0
29070307601|2010-11|0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|0
29070307602|2010-11|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
29070307603|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070307701|2010-11|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
29070307801|2010-11|0|0|0|1|1|0|0|0|0|1|0|3|0|1|0|0
29070307901|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070307903|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070308001|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070308101|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070308102|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070308201|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070308301|2010-11|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0
29070308401|2010-11|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070308402|2010-11|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
29070308502|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070308503|2010-11|0|0|1|1|2|1|1|0|0|0|0|1|0|0|1|0
29070308504|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070308505|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070308506|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070308601|2010-11|0|0|1|1|0|0|0|0|0|1|1|1|0|1|0|0
29070308801|2010-11|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
29070308901|2010-11|2|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
29070309001|2010-11|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0
29070309101|2010-11|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070309201|2010-11|0|0|0|0|1|4|1|0|0|1|0|0|0|3|2|0
29070309202|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070309203|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070309301|2010-11|2|0|1|0|0|1|0|0|0|0|1|0|0|0|1|1
29070309401|2010-11|2|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0
29070309402|2010-11|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0
29070309403|2010-11|1|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0
29070309601|2010-11|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0
29070309701|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070309801|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070309901|2010-11|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
29070310001|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070310101|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070310201|2010-11|0|0|1|0|0|0|1|0|0|0|0|0|0|0|1|0
29070310202|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070310301|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070310401|2010-11|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
29070310501|2010-11|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070310502|2010-11|0|0|0|0|0|0|0|0|1|0|0|2|0|1|1|0
29070310503|2010-11|1|0|3|0|1|0|0|0|1|0|0|0|0|0|0|0
29070310505|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070310601|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070310701|2010-11|0|0|1|2|0|2|1|0|0|0|0|1|0|0|1|0
29070310801|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070310901|2010-11|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0
29070311002|2010-11|0|0|1|0|1|2|4|0|0|0|1|1|1|1|0|0
29070311003|2010-11|1|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0
29070311004|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070311006|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070311007|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070311008|2010-11|0|0|2|4|0|1|3|0|0|0|1|1|0|2|0|0
29070311009|2010-11|0|0|2|0|0|0|0|0|1|0|0|0|0|0|0|0
29070311101|2010-11|0|0|0|2|0|0|0|0|0|0|0|1|0|0|0|0
29070311201|2010-11|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070311323|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070311341|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070311342|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070311343|2010-11|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070311360|2010-11|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
29070311362|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070311363|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070311401|2010-11|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
29070311402|2010-11|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0
29070311501|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070311502|2010-11|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
29070311503|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070311601|2010-11|0|0|0|1|0|0|0|0|1|0|0|0|1|0|0|0
29070311701|2010-11|0|0|0|0|1|0|0|0|0|0|0|1|0|3|0|1
29070311801|2010-11|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
29070311803|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070311901|2010-11|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0
29070312001|2010-11|0|0|1|2|0|0|2|0|0|0|0|1|0|0|0|0
29070312101|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070312201|2010-11|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0
29070312202|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070312301|2010-11|0|1|0|0|0|2|1|1|0|1|0|2|1|0|0|0
29070312401|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070312501|2010-11|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0
29070312601|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070312801|2010-11|0|1|0|0|0|0|1|0|0|0|0|0|1|0|0|0
29070312901|2010-11|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
29070313001|2010-11|0|0|0|0|0|1|0|0|0|0|0|1|1|0|0|0
29070313002|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070313005|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070313006|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070313009|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070313011|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070313012|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070313101|2010-11|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
29070313201|2010-11|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
29070313301|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070313401|2010-11|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070313601|2010-11|0|1|0|2|4|1|0|0|0|0|0|0|0|0|0|0
29070313701|2010-11|0|0|1|2|1|1|0|0|0|0|0|0|0|0|0|1
29070313801|2010-11|3|2|0|1|1|0|0|1|3|0|0|1|1|0|0|0
29070313802|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070313901|2010-11|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
29070314101|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070314201|2010-11|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070314301|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070314302|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070314401|2010-11|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070314601|2010-11|0|0|1|0|0|0|0|0|0|0|2|0|0|0|0|0
29070314701|2010-11|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
29070314801|2010-11|0|1|0|1|0|0|0|1|0|2|1|0|0|1|0|0
29070314901|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070315001|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070315101|2010-11|0|0|1|1|0|0|0|2|0|0|0|0|0|0|0|0
29070315201|2010-11|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
29070315301|2010-11|0|1|1|3|1|2|2|0|0|0|0|0|1|0|0|0
29070315401|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070315502|2010-11|0|1|0|0|0|1|1|0|0|0|0|1|0|1|2|0
29070315701|2010-11|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
29070315801|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070315901|2010-11|0|0|2|1|1|2|2|0|1|1|0|0|0|0|0|0
29070315903|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070316001|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070316101|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070316201|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070316601|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070316702|2010-11|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070316801|2010-11|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070317001|2010-11|0|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0
29070317101|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070317201|2010-11|0|2|1|0|0|1|1|0|0|0|0|0|0|1|0|0
29070317202|2010-11|1|0|0|0|0|1|0|0|1|0|0|0|0|1|1|0
29070317301|2010-11|0|1|0|0|0|1|3|0|0|0|0|0|0|0|1|0
29070317302|2010-11|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0
29070317303|2010-11|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
29070317401|2010-11|0|0|0|0|0|1|0|0|0|0|0|1|1|1|0|0
29070317402|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070317403|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070317501|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070317601|2010-11|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
29070317602|2010-11|0|0|0|0|2|1|1|0|0|0|2|0|0|0|2|0
29070317603|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070317604|2010-11|0|0|0|0|0|0|1|4|0|0|0|0|0|0|0|0
29070317701|2010-11|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
29070317702|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070317703|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070317704|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070317801|2010-11|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0
29070317802|2010-11|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070317901|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070317902|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070318001|2010-11|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0
29070318002|2010-11|0|0|0|1|1|0|1|0|1|0|0|0|0|1|0|0
29070318003|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070318004|2010-11|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
29070318101|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070318102|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070318103|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070318105|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070318106|2010-11|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
29070318302|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070318402|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070318403|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070318501|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070318502|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070318601|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070318801|2010-11|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0
29070319101|2010-11|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070319102|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070319104|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070319201|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070319301|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070319302|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070319303|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070319401|2010-11|0|0|0|0|2|1|0|0|0|0|1|0|0|1|0|0
29070319501|2010-11|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
29070319601|2010-11|0|0|0|0|0|3|1|0|0|1|0|0|0|1|0|0
29070319602|2010-11|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
29070319603|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070319606|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070319701|2010-11|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0
29070319702|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070400101|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070400102|2010-11|0|0|0|0|0|1|0|1|0|0|1|0|1|0|0|0
29070400401|2010-11|1|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0
29070400402|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070400501|2010-11|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
29070400601|2010-11|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070400701|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070400801|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070400902|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070401001|2010-11|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0
29070401101|2010-11|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0
29070401201|2010-11|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070401301|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070401401|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070401501|2010-11|0|1|0|0|0|0|0|0|1|1|0|0|0|0|0|0
29070401701|2010-11|0|0|0|0|0|0|2|1|1|1|1|0|0|0|2|0
29070401702|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070401801|2010-11|0|0|2|1|0|0|0|0|0|0|0|3|0|1|0|0
29070401901|2010-11|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070402001|2010-11|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|1
29070402101|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070402201|2010-11|1|2|0|0|0|0|0|0|0|1|0|0|0|1|0|0
29070402203|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070402204|2010-11|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
29070402301|2010-11|1|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0
29070402401|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070402501|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070402601|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070402701|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070402801|2010-11|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
29070402901|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
29070403001|2010-11|0|0|1|1|0|2|1|0|0|0|0|1|0|1|0|0
29070403004|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070403005|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070403006|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070403007|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070403101|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070403201|2010-11|0|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0
29070403301|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070403401|2010-11|0|1|0|0|0|0|0|0|0|1|1|0|0|0|0|0
29070403501|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070403601|2010-11|2|0|2|3|0|2|0|2|1|0|2|1|1|1|0|4
29070403801|2010-11|0|0|1|1|0|1|0|1|0|0|0|0|0|0|0|0
29070403901|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070403902|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070404001|2010-11|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0
29070404101|2010-11|1|0|0|0|2|1|0|0|0|0|1|0|0|0|0|0
29070404201|2010-11|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
29070404301|2010-11|0|0|1|3|1|0|0|0|0|0|0|1|0|0|0|0
29070404401|2010-11|0|0|1|0|1|0|2|0|0|0|2|1|1|0|0|0
29070404501|2010-11|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0
29070404601|2010-11|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
29070404701|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0
29070404801|2010-11|0|0|0|3|0|0|0|0|0|1|0|0|0|0|0|0
29070404802|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070404803|2010-11|0|1|1|3|0|0|0|0|0|0|2|0|2|0|0|0
29070404804|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070404805|2010-11|0|0|0|1|1|1|0|0|2|0|1|0|0|0|3|0
29070404806|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070404807|2010-11|0|1|0|0|0|1|0|0|0|0|0|0|0|0|1|0
29070404808|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
29070404809|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070404810|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
29070404901|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070405001|2010-11|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0
29070405003|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070405004|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070405005|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070405101|2010-11|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0
29070405201|2010-11|0|0|0|3|4|0|1|0|0|0|0|3|0|0|2|5
29070405202|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070405301|2010-11|0|0|0|2|0|1|0|0|0|0|0|1|0|1|0|0
29070405401|2010-11|1|0|1|1|0|0|1|0|0|0|1|1|1|1|0|0
29070405403|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070405404|2010-11|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
29070405405|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070405406|2010-11|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070405501|2010-11|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
29070405601|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
29070405701|2010-11|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0
29070405801|2010-11|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
29070405901|2010-11|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
29070406001|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070406101|2010-11|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
29070406201|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070406301|2010-11|1|0|0|0|0|0|0|0|0|0|0|0|1|0|2|0
29070406302|2010-11|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
29070406303|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070406304|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070406401|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070406402|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070406501|2010-11|0|0|0|1|1|1|0|1|0|1|0|2|0|1|0|0
29070406601|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070406701|2010-11|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
29070406801|2010-11|0|0|0|0|0|1|0|0|0|0|1|0|0|0|1|0
29070406901|2010-11|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
29070407001|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070407101|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070407201|2010-11|1|0|0|1|1|2|0|0|0|1|0|0|0|0|0|0
29070407301|2010-11|0|0|0|0|0|0|1|0|0|2|0|0|0|1|0|0
29070407401|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
29070407501|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070407601|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070407701|2010-11|0|0|0|0|0|0|1|0|1|0|0|1|1|0|0|0
29070407702|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070407802|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070407803|2010-11|0|1|0|0|0|1|0|1|0|0|0|2|2|0|0|0
29070407901|2010-11|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
29070407902|2010-11|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
29070408001|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070408002|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070408101|2010-11|0|1|0|1|0|1|1|1|0|0|1|0|1|0|0|0
29070408201|2010-11|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070408301|2010-11|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
29070408401|2010-11|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0
29070408402|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070408403|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070408501|2010-11|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
29070408601|2010-11|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0
29070408701|2010-11|0|1|1|2|1|1|1|1|0|0|2|0|1|0|0|0
29070408801|2010-11|0|0|1|0|0|1|0|0|0|0|1|0|0|1|0|0
29070408802|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070408804|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070408901|2010-11|1|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0
29070409001|2010-11|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070409101|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070409201|2010-11|1|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0
29070409301|2010-11|2|0|0|0|1|0|0|0|0|2|0|1|0|0|0|0
29070409401|2010-11|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070409501|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070409601|2010-11|2|0|0|0|1|3|0|0|0|0|0|1|0|0|0|0
29070409602|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070409604|2010-11|0|0|0|3|0|1|0|0|0|0|0|0|0|1|0|0
29070409605|2010-11|1|1|1|0|0|0|0|0|2|0|1|0|0|0|0|0
29070409606|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070409607|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070409608|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070409609|2010-11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29070409610|2010-11|0|1|0|0|1|0|0|0|0|0|0|0|1|0|0|0
