School_Code|acyear|Repeaters_C1_Boys|Repeaters_C2_Boys|Repeaters_C3_Boys|Repeaters_C4_Boys|Repeaters_C5_Boys|Repeaters_C6_Boys|Repeaters_C7_Boys|Repeaters_C8_Boys|Repeaters_C1_Girls|Repeaters_C2_Girls|Repeaters_C3_Girls|Repeaters_C4_Girls|Repeaters_C5_Girls|Repeaters_C6_Girls|Repeaters_C7_Girls|Repeaters_C8_Girls
29011201106|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011201201|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011201202|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011201203|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011201301|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011201303|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
29011201304|2011-12|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
29011201401|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011201402|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011201404|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011201405|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011201406|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011201501|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011201601|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011201602|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011201701|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011201801|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011201802|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0
29011201803|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011201901|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011202001|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011202101|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011202201|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011202301|2011-12|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
29011202402|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011202403|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011202405|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011202406|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011202407|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011202408|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011202501|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011202502|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011202601|2011-12|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0
29011202602|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011202701|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011202801|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011202901|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011202902|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011203001|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011203201|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011203202|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011203301|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011203401|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011203501|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011203502|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011203601|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011203602|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011203603|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011203604|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011203701|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011203801|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011203802|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011203901|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204001|2011-12|1|1|1|1|0|0|1|0|0|0|0|0|0|1|0|0
29011204101|2011-12|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0
29011204103|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204104|2011-12|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204105|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
29011204106|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
29011204201|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204202|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204204|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
29011204301|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204302|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204303|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204306|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204307|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204308|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204309|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204310|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204401|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204403|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204404|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204406|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204407|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204408|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204501|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204601|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204701|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204703|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204704|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204705|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204706|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204707|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204801|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204802|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204803|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204804|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204807|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011204808|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0
29011204901|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205001|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205101|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205102|2011-12|0|0|0|0|0|0|0|1|1|1|0|1|0|0|0|0
29011205201|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205202|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205301|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205303|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205304|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0
29011205306|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205401|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205402|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205501|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205502|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205503|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205504|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205601|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205701|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205801|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205802|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205901|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011205902|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011206001|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011206002|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011206101|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011206102|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011206201|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011206301|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011206401|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011206501|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011206601|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1
29011206701|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011206802|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011206803|2011-12|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0
29011206805|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011206901|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207001|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207002|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207003|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207004|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207005|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207101|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207201|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207202|2011-12|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207203|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207301|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207302|2011-12|2|0|0|1|0|0|2|3|2|0|0|0|0|0|0|0
29011207304|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
29011207401|2011-12|0|0|0|0|0|0|0|0|1|0|0|0|2|0|0|0
29011207402|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207501|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207601|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207602|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207701|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207702|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207703|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207705|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207801|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207804|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207805|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207807|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207808|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207809|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207810|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207811|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207812|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207813|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207901|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011207902|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208001|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208002|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208003|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208004|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208005|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208006|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208007|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208008|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208009|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208010|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208011|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208012|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208013|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208014|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208015|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208016|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208017|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208019|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208101|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208102|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208201|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208301|2011-12|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
29011208401|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208402|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208501|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208502|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208503|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208601|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208602|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208603|2011-12|0|0|0|0|0|0|0|0|0|2|0|0|0|2|0|0
29011208605|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208606|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208607|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208608|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208610|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208612|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208613|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208614|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208615|2011-12|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
29011208617|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208618|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208619|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208620|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208621|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208622|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208623|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208626|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208627|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208628|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208631|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208632|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208634|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|4
29011208635|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208636|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208637|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208638|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208639|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208641|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208642|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208643|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208644|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208646|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208647|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208648|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208649|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208650|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208651|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208652|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208655|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208656|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208657|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208701|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208702|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208801|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208803|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208804|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208805|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208806|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208807|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208808|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208809|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208810|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208811|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208904|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011208905|2011-12|0|1|1|0|2|0|1|1|0|0|0|3|1|0|0|0
29011208906|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209001|2011-12|0|0|0|0|0|0|0|0|0|0|2|1|2|2|0|0
29011209003|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
29011209006|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209007|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209008|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209011|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209012|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3
29011209013|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209101|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209201|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209203|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209204|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
29011209205|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209401|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209402|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209501|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209502|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209601|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209701|2011-12|0|0|3|0|1|0|3|4|8|4|4|6|2|0|0|0
29011209703|2011-12|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0
29011209704|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209705|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209706|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209801|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209802|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209901|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209902|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209903|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011209904|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210001|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210101|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210103|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210104|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210105|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210106|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210107|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210109|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210110|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
29011210111|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210201|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210202|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210203|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210204|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210205|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210301|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210302|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210401|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210403|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210501|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210502|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210503|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210602|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210604|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210605|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210606|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210607|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210608|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210609|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210612|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210613|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210614|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210616|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210701|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210801|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210802|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210803|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210804|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011210805|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
29011211001|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011211002|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011211004|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011211101|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011211102|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011211301|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011212601|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29011212602|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020100101|2011-12|0|0|1|0|3|2|0|0|0|0|0|0|0|0|0|0
29020100102|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020100201|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020100301|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020100302|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
29020100401|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
29020100501|2011-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
