schcd|acyear|Working_Days_Primary|Working_Days_UPrimary|Schoool_Hours_Children_Pri|School_Hours_Children_UPri|School_Hours_Tch_P|School_Hours_Tch_UPR|Approachable_by_All_Weather_Road|CCE_implemented|People_Cumilativere_Record_Maintained|PCR_Shared_with_Parents|Children_from_Weaker_Section_Applied|Children_from_Weaker_Section_Enrolled|Aid_Received|Chilren_Admitted_for_Free_Education|SMC_Constituted|SMC_Members_Male|SMC_Members_Female|SMC_Members_Parents_Male|SMC_Members_PArents_Female|SMC_Members_Local_Authority_Male|SMC_Members_Local_Authority_Female|SMC_Meetings_Held|School_Developmentplan_Prepared|SMC_Children_Record_Maintained|Chld_Enrolled_for_Sp_Training_Current_Year_B|Chld_Enrolled_for_Sp_Training_Current_Year_G|Spl_Training_Provided_Current_Year_B|Spl_Training_Provided_Current_Year_G|Spl_Training_Enrolled_Previous_Year_B|Spl_Training_Enrolled_Previous_Year_G|Spl_training_Provided_Previous_Year_B|Spl_Training_Provided_Previous_Year_G|Spl_Training_Conducted_by|Spl_Training_Place|spl_Training_Type|Tch_or_EVS_for_spl_training|Spl_Training_Material|Textbook_Received|Text_Book_Received_Month|Text_Book_Received_Year|Academic_Session_Start_in|MDM_Status|Kitchenshed_Status|MDM_Source|Days_Meals_Served|Meals_Served_Prev_Yr|Students_Opted_MDM_B|Stdents_Opted_MDM_G|Kitchen_Devaices_Grant|Cook_M|Cook_F|Inspections_by_SO|Inspections_by_CM
29320506701|2011-12|236|236|8|8|8|8|1|1|1|1|0|0|0|0|1|7|7|5|4|1|0|5|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|229|0|2|6|2|0|0|0|0
29320507801|2011-12|234|234|8|8|8|8|1|1|1|1|0|0|0|0|1|7|7|4|5|1|0|9|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|234|0|12|16|2|0|0|0|0
29220533101|2011-12|223|0|7|0|7|0|1|1|1|1|0|0|0|0|1|6|3|6|3|0|0|7|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|228|0|16|13|2|0|0|0|0
29220607903|2011-12|234|0|7|0|7|0|1|1|1|1|0|0|0|0|1|6|3|6|3|2|1|5|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|9|234|0|20|17|2|0|0|0|0
29191024108|2011-12|228|0|6|0|6|0|1|1|1|1|0|0|0|0|1|8|7|6|3|0|1|8|1|1|0|0|0|0|0|0|0|0|0|0|0|0|2|1|5|2011|5|3|1|0|228|0|10|22|1|0|0|0|0
29191033501|2011-12|227|0|6|0|6|0|1|1|1|1|0|0|0|0|1|8|6|5|4|3|2|9|1|1|0|0|0|0|0|0|0|0|0|0|0|0|2|1|5|2011|5|3|1|0|227|0|21|29|1|0|0|0|0
29170303301|2011-12|225|0|8|0|8|0|1|1|1|1|0|0|0|0|1|10|4|7|2|3|2|7|1|2|0|0|0|0|0|0|0|0|0|0|0|0|2|1|6|2011|5|3|1|5|225|0|8|5|1|0|0|0|0
29170300203|2011-12|222|222|8|8|8|8|1|1|1|1|0|0|0|0|1|5|4|5|3|0|1|6|1|2|0|0|0|0|0|0|0|0|0|0|0|0|2|1|6|2011|5|3|1|5|222|0|17|13|1|0|0|0|0
29170304301|2011-12|228|0|8|0|8|0|1|1|1|1|0|0|0|0|1|8|7|5|4|3|3|9|1|2|0|0|0|0|0|0|0|0|0|0|0|0|2|1|6|2011|6|3|1|5|228|0|12|15|1|0|0|0|0
29170525301|2011-12|228|228|8|8|8|8|1|1|1|1|0|0|0|0|1|8|5|3|1|1|0|10|1|1|0|0|0|0|0|0|0|0|0|0|0|0|2|1|5|2011|5|3|1|0|230|0|24|21|1|0|0|0|0
29170520503|2011-12|228|0|8|0|8|0|1|1|1|1|0|0|0|0|1|6|7|5|4|0|0|11|1|1|0|0|0|0|0|0|0|0|0|0|0|0|2|1|5|2011|5|3|1|0|228|0|7|10|1|0|0|0|0
29170515501|2011-12|214|214|7|8|7|7|1|1|1|1|0|0|0|0|1|6|4|6|4|1|0|12|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|0|228|0|47|30|1|0|0|0|0
29170534003|2011-12|231|0|8|0|8|0|1|1|1|1|0|0|0|0|1|5|9|4|5|1|3|7|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|6|2011|5|3|1|0|231|0|45|3|1|0|0|0|0
29170534802|2011-12|0|232|0|8|0|8|1|1|2|2|0|0|0|0|0|6|3|6|3|8|5|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|2|1|0|232|0|86|91|1|0|0|0|0
29170511201|2011-12|230|230|8|8|8|8|1|1|1|1|0|0|0|0|1|6|3|6|3|1|0|6|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|0|218|0|20|13|1|0|0|0|0
29170504003|2011-12|0|232|0|8|0|8|1|1|2|2|0|0|0|0|2|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|0|2|0|0|0|0|0|2|0|0|0|0
29020912202|2011-12|235|235|7|7|7|7|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|1|2|0|0|0|0|0|2|0|0|0|0
29170509401|2011-12|220|220|8|8|8|8|1|1|1|1|0|0|0|0|1|7|5|6|3|1|2|7|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|6|2011|5|3|1|0|220|0|45|52|1|0|0|0|0
29170512101|2011-12|226|0|8|0|8|0|1|1|1|1|0|0|0|0|1|3|11|2|7|1|0|10|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|6|2011|5|3|1|5|226|0|3|6|1|0|0|0|0
29260622102|2011-12|0|231|0|8|0|8|1|1|1|1|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|1|2|0|0|0|0|0|2|0|0|0|0
29200419714|2011-12|210|210|7|6|7|7|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|4|0|2|0|0|0|0|0|2|0|0|0|0
29200124238|2011-12|224|224|7|6|7|7|1|1|1|1|0|0|0|0|2|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|2|1|5|2011|5|0|2|0|0|0|0|0|2|0|0|0|0
29200111225|2011-12|226|226|7|6|7|7|1|1|1|1|0|0|0|0|2|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|2|1|5|2011|5|0|2|0|0|0|0|0|2|0|0|0|0
29200418301|2011-12|221|0|7|0|7|0|1|1|1|1|0|0|0|0|1|9|8|5|4|1|0|6|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|2011|5|4|1|1|221|0|17|11|2|0|0|0|0
29200800907|2011-12|232|232|6|4|6|6|1|1|1|1|0|0|0|0|1|1|8|1|8|1|4|13|1|1|0|0|0|0|0|0|0|0|0|0|0|0|2|1|5|2011|5|3|2|2|232|0|148|142|2|0|0|0|0
29150503303|2011-12|228|0|8|0|8|0|1|1|1|1|0|0|0|0|2|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|2|1|5|2011|5|9|2|9|0|0|0|0|9|0|0|0|0
29150514402|2011-12|0|220|0|8|0|8|1|1|1|1|0|0|0|0|2|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|5|2011|5|3|1|1|220|0|125|125|1|0|0|0|0
29150116009|2011-12|235|235|8|8|8|8|1|1|2|2|0|0|0|0|2|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|1|2|0|0|0|0|0|2|0|0|0|0
29021115102|2011-12|0|232|0|8|0|8|1|1|1|1|0|0|0|0|1|10|7|6|3|4|4|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|2|2|1|225|0|98|88|1|0|0|0|0
29021105908|2011-12|0|235|0|8|0|8|1|1|1|1|0|0|0|0|1|8|1|8|1|0|0|4|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|2|2|1|145|0|162|125|1|0|0|0|0
29021107005|2011-12|236|236|8|8|8|8|1|1|1|1|0|0|0|0|1|6|3|3|2|3|0|11|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|1|195|0|43|66|2|0|0|0|0
29191018001|2011-12|230|0|6|0|6|0|1|1|1|1|0|0|0|0|1|9|5|6|3|1|2|6|1|1|0|0|0|0|0|0|0|0|0|0|0|0|2|1|5|2011|5|3|1|0|230|0|17|17|1|0|0|0|0
29111603002|2011-12|210|210|8|0|8|0|1|1|1|1|0|0|0|0|0|9|5|6|3|3|2|5|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|1|180|0|53|42|2|0|0|0|0
29111601403|2011-12|228|228|8|0|8|0|1|1|1|1|0|0|0|0|0|6|3|0|0|2|1|10|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|1|228|0|12|34|2|0|0|0|0
29111600301|2011-12|230|230|8|0|8|0|1|1|1|1|0|0|0|0|1|8|4|6|3|2|1|10|1|1|0|0|0|0|0|0|0|0|6|0|0|0|0|1|5|2011|5|3|1|1|230|0|60|55|1|0|0|0|0
29111601601|2011-12|226|226|7|8|7|8|1|1|1|0|0|0|0|0|1|6|3|0|0|2|1|8|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|4|0|226|0|9460|9240|1|0|0|0|0
29111601102|2011-12|226|226|8|0|8|0|1|1|1|1|0|0|0|0|1|11|5|6|3|5|2|6|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|9|208|0|185|191|1|0|0|0|0
29111604501|2011-12|230|230|8|0|8|0|1|1|1|1|0|0|0|0|1|6|3|6|3|1|0|4|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|230|0|100|85|1|0|0|0|0
29111604902|2011-12|224|224|8|7|8|8|1|1|2|2|0|0|0|0|0|12|6|4|3|3|0|1|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|2|1|1|224|0|102|99|1|0|0|0|0
29111604206|2011-12|228|228|8|7|8|8|1|9|1|1|0|0|0|0|1|5|4|0|0|0|0|8|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|2011|5|2|1|0|211|0|102|60|2|0|0|0|0
29110706101|2011-12|230|230|8|7|8|8|1|1|1|1|0|0|0|0|1|8|3|0|0|2|1|6|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|1|225|0|46|28|1|0|0|0|0
29110713704|2011-12|210|210|0|0|0|0|1|9|9|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|0|2|1|0|0|0|0|2|0|0|0|0
29110711402|2011-12|232|232|8|7|8|8|1|1|1|1|0|0|0|0|1|15|6|7|2|1|2|6|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|9|224|0|84|78|1|0|0|0|0
29110708501|2011-12|232|232|7|6|7|7|1|1|1|1|0|0|0|0|1|6|3|2|1|2|0|8|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|0|228|0|38|38|1|0|0|0|0
29330712302|2011-12|230|230|8|8|8|8|1|2|2|2|0|0|0|0|2|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|1|2|0|0|0|0|0|2|0|0|0|0
29330712308|2011-12|234|234|8|8|8|8|1|1|1|1|0|0|0|0|0|6|3|5|1|4|1|5|1|0|0|0|0|0|0|0|0|0|6|0|0|0|0|1|5|2011|5|3|2|3|98|0|21|14|2|0|0|0|0
29330712305|2011-12|230|230|8|8|8|8|1|1|1|1|0|0|0|0|0|5|4|0|0|0|0|6|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2011|5|3|1|1|223|0|115|99|2|0|0|0|0
29330712339|2011-12|230|230|8|8|8|8|1|1|2|2|0|0|0|0|1|6|3|6|3|0|0|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|2|2|210|0|0|550|2|0|0|0|0
29021100201|2011-12|236|236|8|8|8|8|1|1|1|1|0|0|0|0|1|6|5|5|4|1|2|9|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|9|190|0|2017|2217|1|0|0|0|0
29021113601|2011-12|231|231|8|8|8|8|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|1|2|0|0|0|0|0|2|0|0|0|0
29021107015|2011-12|0|242|0|8|0|8|1|1|1|1|0|0|0|0|1|13|7|5|4|2|2|10|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|2|3|0|225|0|120|104|2|0|0|0|0
29021103805|2011-12|0|238|0|8|0|8|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|1|2|0|0|0|0|0|2|0|0|0|0
29020909201|2011-12|233|233|7|7|7|7|1|1|1|1|0|0|0|0|1|6|3|0|0|1|0|8|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|2|1|233|0|56|63|2|0|0|0|0
29260807206|2011-12|0|233|0|8|0|8|1|9|9|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0|0|0|0|0|2|0|0|0|0
29260623014|2011-12|230|0|8|0|8|0|1|1|1|1|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|1|2|0|0|0|0|0|2|0|0|0|0
29220509101|2011-12|224|224|7|6|7|7|1|1|1|1|0|0|0|0|1|8|3|6|3|0|0|15|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|1|224|0|26|27|1|0|0|0|0
29220505301|2011-12|222|0|7|0|7|0|1|1|1|1|0|0|0|0|1|6|3|6|3|0|1|8|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|222|0|12|14|2|0|0|0|0
29260619801|2011-12|232|0|2|0|2|0|1|1|1|1|0|0|0|0|1|6|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|1|230|0|12|2|1|0|0|0|0
29260603004|2011-12|233|0|7|0|7|0|1|1|1|1|0|0|0|0|1|6|3|6|3|0|0|8|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|1|226|0|11|16|1|0|0|0|0
29150526401|2011-12|223|0|8|0|8|0|1|1|1|1|0|0|0|0|1|6|3|6|3|2|2|3|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|1|223|0|19|20|1|0|0|0|0
29260613201|2011-12|235|0|8|0|8|0|1|1|1|1|0|0|0|0|1|4|5|3|2|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|1|229|0|31|30|1|0|0|0|0
29180200210|2011-12|235|235|6|6|6|6|1|1|2|2|0|0|0|0|0|0|0|0|0|0|0|4|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|1|2|0|0|0|0|0|2|0|0|0|0
29180207301|2011-12|233|233|6|6|6|6|1|1|2|2|0|0|0|0|1|8|9|4|5|1|1|8|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|9|233|0|149|162|2|0|0|0|0
29180804701|2011-12|235|0|6|0|6|0|1|1|1|1|0|0|0|0|1|7|8|4|5|3|3|10|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|235|0|8|8|1|0|0|0|0
29180824104|2011-12|241|241|6|6|6|6|1|2|2|2|6|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|1|2|0|0|0|0|0|2|0|0|0|0
29180824203|2011-12|234|234|6|6|6|6|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|1|2|0|0|0|0|0|2|0|0|0|0
29180818203|2011-12|0|229|0|6|0|6|1|2|2|2|0|0|0|0|1|7|2|0|0|0|0|2|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|0|5|2|4|1|229|0|51|56|1|0|0|0|0
29260613101|2011-12|230|230|8|8|8|8|1|1|1|1|0|0|0|0|1|9|4|6|3|3|1|15|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|1|220|0|83|34|1|0|0|0|0
29260604201|2011-12|231|231|8|8|8|8|1|1|1|1|0|0|0|0|1|6|3|10|8|5|7|5|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|1|230|0|15|15|1|0|0|0|0
29260603007|2011-12|227|227|7|7|7|7|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|6|1|2|0|0|0|0|0|2|0|0|0|0
29260607402|2011-12|235|0|8|0|8|0|1|1|1|1|0|0|0|0|1|6|3|6|3|1|0|12|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|1|233|0|24|26|1|0|0|0|0
29040508501|2011-12|220|220|8|6|8|8|1|1|1|1|0|0|0|0|1|6|3|5|3|2|1|5|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|4|2011|5|3|1|0|203|0|169|183|1|0|0|0|0
29020909101|2011-12|236|236|7|7|7|7|1|1|1|1|0|0|0|0|1|9|6|5|4|4|2|10|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|226|0|180|200|2|0|0|0|0
29020904307|2011-12|236|236|7|7|7|7|1|1|1|1|7|7|0|0|2|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|1|2|0|0|0|0|0|2|0|0|0|0
29020913406|2011-12|0|231|0|7|0|7|1|1|1|1|0|0|0|0|1|8|1|0|0|0|0|10|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|2|1|0|220|0|86|61|2|0|0|0|0
29020906202|2011-12|235|235|7|7|7|7|1|1|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|1|2|0|0|0|0|0|2|0|0|0|0
29020902012|2011-12|232|0|7|0|7|0|1|1|1|1|0|0|0|0|1|12|3|9|3|3|0|4|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|232|0|33|29|1|0|0|0|0
29220501701|2011-12|222|222|7|6|7|7|1|1|1|1|0|0|0|0|1|6|3|6|3|1|0|8|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|220|0|23|25|1|0|0|0|0
29220501406|2011-12|226|0|7|0|7|0|1|1|1|1|0|0|0|0|1|6|3|6|3|0|0|6|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|226|0|12|6|1|0|0|0|0
29220532701|2011-12|222|0|8|0|8|0|1|1|1|1|0|0|0|0|1|6|3|6|3|0|0|6|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|222|0|12|14|1|0|0|0|0
29190237970|2011-12|215|215|7|6|7|7|1|1|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|1|2|0|0|0|0|0|2|0|0|0|0
29150223901|2011-12|233|0|7|0|7|0|1|1|1|1|0|0|0|0|1|5|4|5|4|0|0|11|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|0|233|0|10|7|1|0|0|0|0
29150200202|2011-12|229|229|7|7|7|7|1|1|1|1|0|0|0|0|1|6|3|6|3|1|1|8|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|0|229|0|37|38|1|0|0|0|0
29150203801|2011-12|232|232|7|7|7|7|1|1|2|2|0|0|0|0|1|6|3|6|3|0|0|14|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|0|232|0|51|42|1|0|0|0|0
29150531801|2011-12|230|230|8|8|8|8|1|1|1|1|0|0|0|0|1|6|3|6|3|2|5|10|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|5|2011|5|3|1|1|230|0|50|42|1|0|0|0|0
29150525702|2011-12|228|228|8|8|8|8|1|1|1|1|0|0|0|0|2|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|2|1|5|2011|5|1|2|0|0|0|0|0|9|0|0|0|0
29150505803|2011-12|230|0|8|0|8|0|1|1|1|1|0|0|0|0|1|6|3|6|3|0|0|4|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|5|2011|5|3|1|1|230|0|13|13|1|0|0|0|0
29150407302|2011-12|0|234|0|6|0|6|1|1|1|1|0|0|0|0|0|0|0|0|0|3|2|0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|2|1|1|223|0|91|67|2|0|0|0|0
29150418601|2011-12|233|0|6|0|6|0|1|1|1|1|0|0|0|0|1|6|3|6|3|1|1|10|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|1|231|0|22|25|1|0|0|0|0
29150411101|2011-12|227|227|6|6|6|6|1|1|1|1|0|0|0|0|1|11|8|5|5|3|4|7|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|6|3|1|1|227|0|123|111|2|0|0|0|0
29320500701|2011-12|229|229|8|8|8|8|1|1|1|1|0|0|0|0|1|10|5|6|3|1|0|4|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|229|0|9|6|2|0|0|0|0
29320500702|2011-12|233|233|8|8|8|8|1|1|1|1|0|0|0|0|1|9|6|6|3|3|1|8|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|233|0|67|82|2|0|0|0|0
29320512701|2011-12|231|231|8|8|8|8|1|1|1|1|0|0|0|0|1|5|9|2|7|2|1|9|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|231|0|2|4|2|0|0|0|0
29320512803|2011-12|227|227|8|8|8|8|1|1|1|1|0|0|0|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|227|0|70|94|2|0|0|0|0
29320525301|2011-12|212|212|8|8|8|8|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|5|2011|5|2|1|0|213|0|135|149|2|0|0|0|0
29320524908|2011-12|238|238|8|8|8|8|1|1|1|1|0|0|0|0|1|6|3|6|3|1|3|24|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|233|0|35|42|1|0|0|0|0
29320506509|2011-12|238|238|8|8|8|8|1|1|1|1|0|0|0|0|1|10|8|6|3|1|0|5|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|221|0|13|38|1|0|0|0|0
29190232202|2011-12|235|0|9|0|9|0|1|1|1|1|0|0|0|0|1|6|3|6|3|0|0|7|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2011|5|3|1|0|235|0|14|12|1|0|0|0|0
29190229301|2011-12|220|0|9|0|9|0|1|1|1|1|0|0|0|0|1|6|3|6|3|5|1|6|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|220|0|19|12|1|0|0|0|0
29190210503|2011-12|225|0|8|0|8|0|1|1|1|1|0|0|0|0|1|6|3|6|3|1|0|7|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|1|225|0|11|11|2|0|0|0|0
29190221301|2011-12|226|0|9|0|9|0|1|1|1|1|0|0|0|0|1|6|4|5|4|1|0|6|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|0|226|0|14|17|1|0|0|0|0
29111601803|2011-12|231|231|0|8|0|8|1|1|1|1|0|0|0|0|1|11|5|6|3|5|2|4|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|2|1|1|217|0|51|41|2|0|0|0|0
29190901103|2011-12|0|202|0|6|0|7|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|1|2|0|0|0|0|0|2|0|0|0|0
29191003801|2011-12|239|239|6|6|6|6|1|1|1|1|0|0|0|0|1|7|3|3|2|4|1|7|1|1|0|0|0|0|0|0|0|0|0|0|0|0|2|1|5|2011|5|3|1|0|239|0|19|27|1|0|0|0|0
29191025301|2011-12|227|0|6|0|6|0|1|1|1|1|0|0|0|0|1|6|3|6|3|1|0|10|1|2|0|0|0|0|0|0|0|0|0|0|0|0|2|1|5|2011|5|3|1|0|227|0|22|20|1|0|0|0|0
29191000401|2011-12|220|0|6|0|6|0|1|1|1|1|0|0|0|0|1|7|7|5|4|0|0|4|1|1|0|0|0|0|0|0|0|0|0|0|0|0|2|1|5|2011|5|3|1|0|220|0|5|9|1|0|0|0|0
29260802901|2011-12|235|235|8|8|8|8|1|1|1|1|0|0|0|0|1|5|4|0|0|2|1|11|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|2|240|0|74|68|1|0|0|0|0
29260817201|2011-12|228|228|8|8|8|8|1|1|1|1|0|0|0|0|1|6|3|6|3|8|8|4|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|6|3|1|1|222|0|70|67|1|0|0|0|0
29260610001|2011-12|230|0|8|0|8|0|1|1|1|1|0|0|0|0|1|6|3|16|11|1|1|12|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2011|5|3|1|1|220|0|16|19|1|0|0|0|0
29260609801|2011-12|231|0|8|0|8|0|1|1|1|1|0|0|0|0|1|5|4|0|0|0|1|10|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|1|231|0|15|15|2|0|0|0|0
29260605001|2011-12|233|233|8|8|8|8|1|1|1|1|0|0|0|0|1|5|4|5|4|3|1|10|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|3|1|0|233|0|45|57|1|0|0|0|0
29260601802|2011-12|230|0|8|0|8|0|1|1|1|1|0|0|0|0|1|5|3|5|3|0|0|10|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|1|230|0|15|15|2|0|0|0|0
29260704709|2011-12|224|224|8|8|8|8|1|1|1|1|100|35|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|2011|5|1|2|0|0|0|0|0|2|0|0|0|0
