'TYPE','DISTRICT','BLOCK','CLUSTER','ID','SCHOOLNAME','CATEGORY','MP CONSTITUENCY','MP NAME','MLA CONSTITUENCY','MLA NAME','WARD NAME','REPRESENTATIVE CORPORATER','WARD NO'
'PRESCHOOL','BANGALORE','BANGALORE STATE','GAVIPURA GUTTAHALLI',30526,'BASAVANAGUDI 1',,'BANGALORE SOUTH','ANANTHKUMAR','BASAVANGUDI','RAVI SUBRAMANYA','BASAVANAGUDI ','SATHYANARAYANA',154
'PRESCHOOL','BANGALORE','BANGALORE STATE','GAVIPURA GUTTAHALLI',30529,'BASAVANAGUDI 2',,'BANGALORE SOUTH','ANANTHKUMAR','BASAVANGUDI','RAVI SUBRAMANYA','BASAVANAGUDI ','SATHYANARAYANA',154
'PRESCHOOL','BANGALORE','BANGALORE STATE','GAVIPURA GUTTAHALLI',30674,'GIRI NAGARA',,'BANGALORE SOUTH','ANANTHKUMAR','BASAVANGUDI','RAVI SUBRAMANYA','BASAVANAGUDI ','SATHYANARAYANA',154
'PRESCHOOL','BANGALORE','BANGALORE STATE','GAVIPURA GUTTAHALLI',33691,'JANASHAKTHI NAGARA',,'BANGALORE SOUTH','ANANTHKUMAR','BASAVANGUDI','RAVI SUBRAMANYA','BASAVANAGUDI ','SATHYANARAYANA',154
'SCHOOL','BANGLORE  ','SOUTH-1','HOSAKEREHALLI',32739,'GKLPS CHIKKALASANDRA',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGARA','ASHOKA R','KARISANDRA','JYOTHI S REDDY',166
'SCHOOL','BANGLORE  ','SOUTH-1','HOSAKEREHALLI',32742,'GKHPS KADHIRENAHALLI',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGARA','ASHOKA R','KARISANDRA','JYOTHI S REDDY',166
'SCHOOL','BANGLORE  ','SOUTH-1','HOSAKEREHALLI',32744,'GKLPS GOWDANAPALYA',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGARA','ASHOKA R','KARISANDRA','JYOTHI S REDDY',166
'SCHOOL','BANGLORE  ','SOUTH-1','UTTARA HALLI',32816,'GKHPS CHANDRANAGAR',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGARA','ASHOKA R','KARISANDRA','JYOTHI S REDDY',166
'PRESCHOOL','BANGALORE','BANGALORE STATE','BANASHANKARI',30694,'YARAB NAGAR',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGAR','ASHOKA R','BANASHANKARI','BASAVARAJU',180
'PRESCHOOL','BANGALORE','BANGALORE STATE','BANASHANKARI',30723,'HARI COLONY 1',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGAR','ASHOKA R','BANASHANKARI','BASAVARAJU',180
'PRESCHOOL','BANGALORE','BANGALORE STATE','BANASHANKARI',31427,'AMBEDKARNAGAR 1',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGAR','ASHOKA R','BANASHANKARI','BASAVARAJU',180
'PRESCHOOL','BANGALORE','BANGALORE STATE','BANASHANKARI',33730,'ILAYAZ NAGAR',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGAR','ASHOKA R','BANASHANKARI','BASAVARAJU',180
'PRESCHOOL','BANGALORE','BANGALORE STATE','BANASHANKARI',33732,'YARABNAGAR-1',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGAR','ASHOKA R','BANASHANKARI','BASAVARAJU',180
'PRESCHOOL','BANGALORE','BANGALORE STATE','BANASHANKARI',33737,'YARABNAGAR-2',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGAR','ASHOKA R','BANASHANKARI','BASAVARAJU',180
'PRESCHOOL','BANGALORE','BANGALORE STATE','BANASHANKARI',33741,'ILAYZ NAGAR 1',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGAR','ASHOKA R','BANASHANKARI','BASAVARAJU',180
'PRESCHOOL','BANGALORE','BANGALORE STATE','BANASHANKARI',34052,'TILAK NAGAR (JAYANAGAR)',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGAR','ASHOKA R','BANASHANKARI','BASAVARAJU',180
'PRESCHOOL','BANGALORE','BANGALORE STATE','BANASHANKARI',34083,'ILIYAZ NAGAR 2',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGAR','ASHOKA R','BANASHANKARI','BASAVARAJU',180
'PRESCHOOL','BANGALORE','BANGALORE STATE','BANASHANKARI',34084,'GANGADHARNAGAR (SARAKKI)',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGAR','ASHOKA R','BANASHANKARI','BASAVARAJU',180
'PRESCHOOL','BANGALORE','BANGALORE STATE','BANASHANKARI',34114,'MARENAHALLI M.T.B',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGAR','ASHOKA R','PADMANABANGARA','SRINIVASA',182
'PRESCHOOL','BANGALORE','BANGALORE STATE','GAVIPURA GUTTAHALLI',30672,'ITTAMADU 1',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGAR','ASHOKA R','PADMANABANGARA','SRINIVASA',182
'PRESCHOOL','BANGALORE','BANGALORE STATE','GAVIPURA GUTTAHALLI',33734,'ITTAMADU IGS LAYOUT',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGAR','ASHOKA R','PADMANABANGARA','SRINIVASA',182
'PRESCHOOL','BANGALORE','BANGALORE STATE','GAVIPURA GUTTAHALLI',33736,'KATHRIGUPPA',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGAR','ASHOKA R','PADMANABANGARA','SRINIVASA',182
'PRESCHOOL','BANGALORE','BANGALORE STATE','GAVIPURA GUTTAHALLI',34041,'DHOBI GHAT -3',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGAR','ASHOKA R','PADMANABANGARA','SRINIVASA',182
'PRESCHOOL','BANGALORE','BANGALORE STATE','GAVIPURA GUTTAHALLI',35482,'ITTAMADU 2',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGAR','ASHOKA R','PADMANABANGARA','SRINIVASA',182
'PRESCHOOL','BANGALORE','BANGALORE STATE','PALACE GUTTALLI CIRCLE',29562,'RAHMATH NAGAR',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGAR','ASHOKA R','PADMANABANGARA','SRINIVASA',182
'PRESCHOOL','BANGALORE','BANGALORE STATE','PALACE GUTTALLI CIRCLE',29695,'AMBEDKAR NAGAR',,'BANGALORE SOUTH','ANANTHKUMAR','PADMANABHANAGAR','ASHOKA R','PADMANABANGARA','SRINIVASA',182
'SCHOOL','BANGLORE  ','SOUTH-1','UTTARA HALLI',32826,'GKLPS KARIYANAPALYA',,'BANGALORE RURAL','KUMARSWAMY','BANGALORE SOUTH','M.KRISHNAPPA','UTTARAHALLI','RAMESH RAJU.K ',184
'SCHOOL','BANGLORE  ','SOUTH-3','BYARSANDRA',32148,'GULPS SR NAGAR',,,,,,,,
'SCHOOL','BANGLORE  ','SOUTH-3','GOTTIGERE',32356,'GKHPS NS PALYA',,,,,,,,
'SCHOOL','BANGLORE  ','SOUTH-3','KONANAKUNTE',32458,'GKLPS SARAKKI AGRAHARA',,,,,,,,
'SCHOOL','BANGLORE  ','SOUTH-3','MADIVALA',32550,'GKHPS JAKKASANDRA',,,,,,,,
'SCHOOL','BANGLORE  ','SOUTH-3','MADIVALA',32552,'GMHPS MUNICHINNAPPA ADUGODI',,,,,,,,
'SCHOOL','BANGLORE  ','SOUTH-3','MADIVALA',32556,'GKMPS MARAPPA ADUGODI',,,,,,,,
'SCHOOL','BANGLORE  ','SOUTH-3','MADIVALA',32558,'GKMPS VENKATAPURA',,,,,,,,
'SCHOOL','BANGLORE  ','SOUTH-3','MADIVALA',32561,'GULPS ADUGODI',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','BHANNERGHATTA',30378,'BISMILLANAGAR',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','HARAGADDE',33986,'BOMMANDAHALLI',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','HARAGADDE',35477,'NAYANAHALLI 1',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','HEBBAGODI',31523,'CHITHALA MADIARALA',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','HEBBAGODI',33640,'HUSKUR',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','INDLAVADI',29586,'CHIKKAHOSAHALLI',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','INDLAVADI',35469,'THIMMANAYAKA HALLI',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','INDLAVADI',35489,'THIMMAYYANA DODDI',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','JIGANI',31514,'VADDARAPALYA',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','MAHANTALINGAPURA',30902,'KULUMEPALYA',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','MAHANTALINGAPURA',30910,'BYATARAYANADODDI',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','MAHANTALINGAPURA',30941,'MADHAPPANADODDI',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','MAHANTALINGAPURA',31513,'VADERA MANCHANAHALLI',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','MAHANTALINGAPURA',33675,'KARIYAPPANA HALLI',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','MAHANTALINGAPURA',33682,'KANNANAYAKANAHALLI',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','MARASUR',29585,'KARPUR',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','MARASUR',33931,'NAGARTHAPETE TO BE DELETE',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','MARASUR',33932,'SIPAIGALLI',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','CHANDAPURA',29587,'KAGGALIPURA',,,,,,,,
'PRESCHOOL','BANGALORE','ANEKAL TALUK  ','KASABA',35472,'SAMANDUR',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','ABBIGERE',30883,'KUVEMPUNAGAR II',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','ABBIGERE',31260,'M.S. PALYA- 2',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','BAGALU GUNTE',30744,'TARABANAHALLI',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','BAGALU GUNTE',30777,'MARAMMALAKSHMIDEVASTHANA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','BAGALU GUNTE',30782,'MARAMMALAKSHMIDEVASTHANA 2',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','HREOHALLI',30504,'KARIMSAB LAYOUT',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','HREOHALLI',30520,'MALAGALA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','HREOHALLI',30521,'MALAGALA 2',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','HREOHALLI',30522,'DODDABASTHI',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','HREOHALLI',30523,'CHIKKABASTHI',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','HREOHALLI',30530,'KENGUNTE 2',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','HREOHALLI',31008,'KENGUNTE  1',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','HREOHALLI',31022,'HREOHALLI',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','HREOHALLI',31024,'HEGGENAHALLI II',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','HREOHALLI',31169,'MALAGALA 1',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','HREOHALLI',31185,'MALAGALA JANATHA COLONY',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','HREOHALLI',33903,'BYADARA HALLI-I',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','HREOHALLI',35329,'HEGGANAHALLI',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','HREOHALLI',35330,'HEGGANAHALLI RESOURCE CENTER',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','HREOHALLI',35476,'HEGGANAHALLI CROSS',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','HREOHALLI',35479,'HEGGANA HALLI',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','HREOHALLI',35480,'HEGGANAHALI 3',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','HREOHALLI',35486,'HEGGANAHALLI 4',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',30456,'CHOLANAYAKANAHALLI 1ST',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',30586,'KACHARKANAHALLI',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',30735,'BASALINGAPPANAGAR',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',30982,'GOVIND PURA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',30984,'NAGAWARA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',30993,'SANDHYAVANAGARA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',30999,'CHOLANAYAKANAHALLI 2',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',31001,'HENNURU  BANDE',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',31006,'LINGARAJAPURA A BLOCK',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',31282,'AL-HI-LAL-NAGAR',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',31289,'LINGRAJPURAM',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',31294,'SAMADHANANAGARA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',31317,'BASAVALINGAPPA NAGARA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',31415,'DEVINANJAYANAPALYA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',31439,'VEERANAPALYA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',31507,'LINGARAJAPURA B BLOCK',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',33800,'LINGRAJPURAM  3',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',33872,'RAMSWAMIPALYA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',33874,'CHOLANAYAKANA HALLI 1',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',33879,'BAIRANAKUNTE -1',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',33882,'LINGARAJ PURAM 2',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',33883,'VEERANAPALYA 2',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',33884,'HENNURU',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',33886,'LINGARAJPURA 1',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',33887,'BRUNDAVANA NAGAR',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',33888,'BAIRANAKUNTE - 2',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',33901,'B M SLUM',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',33907,'ASHOKANAGARA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',33933,'SIDHARTHANAGAR',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',33938,'BASAVANAGAR',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KADUGONDANAHALLI',35342,'D J HALLI I',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',29573,'TO BE DELETED KHUSHAL NAGAR',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',29577,'TO BE DELETED SUGER MANDI',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',31005,'SANJEEVINAGAR 1',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',31015,'SANJEEVININAGAR 2',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',31023,'SANJEEVININAGAR 3',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',31278,'SHAMPURA ROAD',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',31287,'KB SANDRA 1',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',31293,'KB SANDRA 2',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',31296,'GEDDALAHALLI',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',31297,'GOKULAGUDISALU',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',31298,'SHAKTI NAGAR',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',31299,'KODIGEHALLI 1',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',31300,'KAVAL BYSANDRA-3',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',31303,'VISHWANATHA  NAGENA HALLI',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',31325,'JAYARAM COLONY',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',31329,'POORNAPURA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',31430,'KEMPEGOWDA NAGAR',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',33905,'SANJEEVAPPA COLONY',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',33906,'MATHIKERA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',34085,'KAVAL BAIRASANDRA 2',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',34091,'NAGASHETTAHALLI 2     TO BE DELETE',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',34093,'BHOPSANDRA 2',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',34094,'MARUTHINAGAR',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',34112,'MUNESWARANAGAR',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',34113,'SANJAYA GANDHI NAGAR',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','KODIGENAHALLI',35473,'MATHIKERE',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','LAGGERE 4TH CIRCLE',29646,'LEGGERE 2',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','LAGGERE 4TH CIRCLE',29656,'JI MARTUTHYNAGAR 1',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','LAGGERE 4TH CIRCLE',29667,'JALAHALLI',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','LAGGERE 4TH CIRCLE',30174,'KAMAKSHIPALYA 2',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','LAGGERE 4TH CIRCLE',30244,'PEENYA 1 STAGE',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','LAGGERE 4TH CIRCLE',30430,'MUDALA PALYA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','LAGGERE 4TH CIRCLE',30435,'MUDALA PALYA 1',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','LAGGERE 4TH CIRCLE',30438,'PANCHASHELA NAGAR',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','LAGGERE 4TH CIRCLE',30447,'MUDALA PALYA (SANJEEVINI NAGARA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','LAGGERE 4TH CIRCLE',30451,'MUDALA PALYA 2',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','LAGGERE 4TH CIRCLE',30468,'BAIRESHWARANAGARA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','LAGGERE 4TH CIRCLE',30472,'BEERESHWARI NAGAR 1',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','LAGGERE 4TH CIRCLE',30512,'GORAGUNTEPALYA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','LAGGERE 4TH CIRCLE',30513,'SUMANAHALLI',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','LAGGERE 4TH CIRCLE',31021,'KURUBARAHALLI 1',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','LAGGERE 4TH CIRCLE',31249,'KAMAKSHIPALYA 1',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','LAGGERE 4TH CIRCLE',33989,'GORUGUNTE PALYA 1',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','MACHOHALLI',30506,'RAMAPALYA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','MACHOHALLI',31014,'BYADARAHALLI',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','MAKALI',35331,'LAKSHMI PLAY HOME',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','MALLASANDRA',31011,'RAJIVGANDHINAGAR',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','MALLASANDRA',33964,'KALLASTHINAGARA T DASARAHALLI',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','MALLASANDRA',33970,'CHOKKASANDRA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','MARALAKUNTE',29711,'MARASANDRA 1 ST MANI',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','NAGARABHAVI',30420,'NAGARABHAVI',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','NAGARABHAVI',30426,'NAGARABAVI (VILEG)',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','SONNENAHALI',31269,'AHAVALAHALLI',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','SONNENAHALI',33895,'MUDDANAHALLI',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','YALAHANKA',30590,'JAKKUR LAYOUT 2',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','YALAHANKA',30847,'JAKKUR',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','YALAHANKA',30853,'KOGILU LAYOUT  1',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','YALAHANKA',30864,'BYATARAYANAPURA 1',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','YALAHANKA',30867,'SRIRAMPURA',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','YALAHANKA',30872,'BYATARAYANAPURA 2',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','YALAHANKA',30875,'AMRUTHAHALLI( EX)',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','YALAHANKA',31245,'AMBEDKAR NAGAR (YELAHANKA)',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','YALAHANKA',31306,'KOGILU',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','YALAHANKA',31311,'AGRAHARA LAYOUT 1',,,,,,,,
'PRESCHOOL','BANGALORE','BANGALORE NORTH (YELAHANKA)','YALAHANKA',31494,'SAMPIGEHALLI',,,,,,,,
